OverallQual,GrLivArea,GarageCars,GarageArea,TotalBsmtSF,1stFlrSF,FullBath,TotRmsAbvGrd,YearBuilt,YearRemodAdd,SalePrice,MSZoning,Utilities,BldgType,Heating,KitchenQual,SaleCondition,LandSlope
8,1516,2,457,1061,952,2,8,1968,1991,339801,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1633,2,325,1039,869,2,8,2007,2008,336771,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1222,2,422,847,731,2,6,1910,1917,214670,RL,AllPub,1Fam,GasA,TA,Normal,Mod
4,1221,2,471,789,634,2,6,1993,2007,209424,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1815,1,171,1026,1154,2,10,1914,1920,298955,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
8,2068,2,347,1331,1169,1,11,1990,2016,372121,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
6,1361,2,424,1086,806,2,7,1934,1939,231104,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
10,1798,2,406,1496,1064,2,9,1932,1932,378696,FV,AllPub,Duplex,GasA,Gd,Normal,Gtl
5,1118,1,183,880,682,2,6,1983,1997,245583,RL,AllPub,Twnhs,GasA,Gd,Partial,Gtl
7,1645,2,399,1383,1153,2,8,1915,1937,305026,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,1954,1,116,1380,1148,2,10,1933,1958,404353,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1441,0,20,1270,986,2,8,1965,1971,270610,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1559,1,279,1399,983,2,8,1998,2026,317558,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1698,1,164,928,1160,3,9,1939,1968,243908,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1382,2,358,1000,795,1,7,1927,1951,258299,RM,AllPub,1Fam,GasA,Fa,Normal,Mod
10,2024,2,408,1429,1284,3,11,1946,1962,397411,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1643,1,342,1086,979,1,9,1938,1939,246959,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1837,3,654,1359,803,1,10,1969,1995,372298,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1434,3,595,1009,751,3,7,1972,1980,266386,RH,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1416,3,601,880,907,1,7,1919,1947,244002,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
3,1078,2,459,750,698,2,7,1900,1908,168523,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1573,2,354,1281,814,2,8,1971,1983,323451,RL,AllPub,1Fam,GasA,TA,Normal,Mod
6,1745,1,230,1248,1069,3,9,1986,1991,303680,C (all),AllPub,TwnhsE,GasA,TA,Normal,Gtl
9,2394,2,344,1769,1486,3,12,1962,1967,414626,RM,AllPub,TwnhsE,GasA,TA,Normal,Gtl
7,1651,2,446,1114,987,1,9,1966,1985,307613,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,1890,2,385,1390,1206,2,10,1903,1922,352378,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
5,1355,3,610,767,872,1,7,1957,1977,259828,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2147,2,382,1427,1284,2,11,1924,1926,362694,FV,AllPub,1Fam,GasA,Fa,Normal,Gtl
8,1676,2,434,1157,954,2,8,1946,1962,304743,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1774,1,191,1050,1168,2,9,1937,1953,334535,RH,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2018,0,107,1288,1257,2,11,1914,1925,317545,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
8,2040,2,470,1474,1085,2,11,1962,1977,357462,C (all),AllPub,1Fam,GasA,TA,Alloca,Gtl
7,1805,2,334,1282,1105,2,10,1920,1934,304766,RL,AllPub,1Fam,GasA,TA,Normal,Mod
5,1513,2,409,1180,792,3,8,1998,2010,286208,RM,AllPub,1Fam,GasA,Ex,Normal,Gtl
3,964,2,436,584,481,1,5,1956,1978,176064,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
9,2030,3,577,1429,1152,2,11,1952,1952,336248,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1505,2,460,952,907,3,8,1945,1961,277302,RL,AllPub,1Fam,GasA,TA,Normal,Sev
8,1969,2,454,1484,1218,2,11,1913,1915,334764,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1880,1,195,1494,1087,1,10,1999,2024,338543,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
4,1310,3,649,989,749,2,7,1975,1989,247554,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
4,1126,2,279,947,625,2,6,1916,1919,205822,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1759,1,267,1236,1160,1,10,1938,1941,324860,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,2011,1,244,1528,921,2,10,1908,1925,292284,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,1279,3,545,906,736,2,7,1998,2014,259782,RL,AllPub,Twnhs,GasA,TA,Normal,Gtl
7,1859,0,12,1147,1269,3,10,1976,1994,336951,RL,AllPub,2fmCon,GasA,Gd,Normal,Gtl
3,1117,2,298,818,721,2,5,1978,1988,195693,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1583,2,361,958,1076,2,8,1981,2000,309208,FV,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1231,2,454,1212,535,1,6,1996,1998,289748,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,1842,2,399,1239,980,2,9,1905,1912,332358,RL,AllPub,TwnhsE,GasA,Gd,Normal,Mod
6,1518,2,396,1159,962,1,8,1990,2003,281741,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,2011,2,402,1405,1361,3,12,1922,1947,308318,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
2,727,3,596,323,322,1,3,1958,1958,119020,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1658,2,449,875,956,1,8,1990,2003,253534,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1575,3,569,1214,985,2,8,1997,1998,319793,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1725,2,420,1439,889,1,8,1945,1973,305316,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1531,1,142,961,970,1,8,1937,1959,303977,RM,AllPub,Duplex,GasA,Gd,Abnorml,Gtl
6,1562,2,437,844,669,2,8,1913,1916,254843,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,1894,2,383,1277,1185,1,10,1999,2022,363146,RL,AllPub,1Fam,GasA,TA,Alloca,Gtl
9,2137,1,197,1355,1182,1,12,1971,1997,373537,RH,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1604,1,181,1025,917,2,8,1961,1989,294842,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
3,1331,0,0,1023,863,2,7,1934,1952,175965,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1722,2,349,1197,1077,2,10,1918,1923,297635,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
4,1321,2,416,800,791,2,7,1929,1953,203988,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1305,0,27,1001,879,2,7,1977,1977,240286,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,1914,2,333,1439,978,2,10,1983,1999,391059,RL,AllPub,1Fam,GasA,Gd,Partial,Gtl
5,1364,3,570,904,838,3,7,1924,1931,217249,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1687,1,201,1201,933,1,8,1939,1957,291146,RL,AllPub,1Fam,GasA,TA,Alloca,Gtl
7,1372,2,370,1038,915,2,7,1987,2007,305889,RL,AllPub,2fmCon,GasA,Gd,Normal,Gtl
8,1958,3,588,1434,1243,3,10,1913,1913,334129,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
7,1849,3,680,1300,1181,2,9,1925,1929,316492,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
1,604,1,149,637,526,1,3,2001,2027,139129,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1295,1,84,993,889,1,7,1986,2001,280152,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1589,1,170,1044,937,2,8,1921,1926,287580,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
4,1204,2,383,776,722,1,7,1947,1954,222339,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1447,2,375,929,928,2,8,1982,1994,289856,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,1037,2,413,820,635,2,5,2009,2024,214464,RL,AllPub,TwnhsE,GasA,TA,Normal,Mod
4,1244,2,348,777,816,2,6,1950,1979,240324,RL,AllPub,1Fam,GasW,Fa,Normal,Gtl
6,1226,1,141,794,512,1,6,1902,1904,230194,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1099,2,366,928,847,2,5,1941,1959,208322,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1105,2,367,802,669,2,5,1918,1929,219394,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,1988,2,506,1571,1030,2,10,1972,1987,359082,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
8,1803,2,477,1381,990,1,9,1927,1953,334671,RM,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1559,2,316,914,722,1,9,1983,1993,283704,RL,AllPub,2fmCon,GasA,Ex,Normal,Gtl
5,1122,1,103,770,564,2,5,1944,1953,193962,RL,AllPub,1Fam,GasA,TA,Family,Gtl
4,1204,1,195,991,708,1,6,1970,1994,226001,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1692,1,295,1001,1166,2,9,1977,1996,325060,RL,AllPub,1Fam,GasA,Gd,Normal,Sev
8,1687,1,233,1243,1053,3,9,1962,1965,334211,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,739,2,398,511,466,2,4,1972,1983,172795,RM,AllPub,1Fam,GasA,Gd,Alloca,Gtl
9,2299,0,0,1346,1265,2,12,1918,1940,351867,RL,AllPub,2fmCon,GasA,Gd,Normal,Gtl
3,1329,1,253,948,714,1,6,1946,1947,182799,RL,AllPub,2fmCon,GasA,Gd,Normal,Gtl
7,1573,2,408,975,869,1,8,1913,1936,288163,C (all),AllPub,2fmCon,GasA,Gd,Abnorml,Gtl
8,1902,2,486,1156,1070,1,10,1937,1958,340490,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1853,2,315,1298,1076,2,10,1952,1970,354232,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
8,1600,2,421,830,932,3,9,1960,1984,356731,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,2165,2,371,1414,1265,1,11,1935,1939,329033,RL,AllPub,2fmCon,GasA,Ex,Normal,Gtl
6,1168,3,620,1200,633,2,6,1939,1946,254098,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1742,0,12,1316,1058,2,9,1980,1986,319269,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1216,2,425,718,698,3,5,1929,1942,203582,RH,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,2280,3,648,1806,1208,1,12,1908,1931,351685,C (all),AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1829,3,669,1131,1100,1,10,1963,1985,346898,RL,AllPub,1Fam,GasA,Gd,Partial,Mod
8,1465,1,297,942,867,1,8,1932,1934,305821,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1649,2,400,981,831,2,9,1951,1968,304070,RL,AllPub,Twnhs,GasA,TA,Abnorml,Gtl
7,1654,1,172,1196,933,1,9,1988,2003,310505,RL,AllPub,Duplex,GasA,TA,Normal,Sev
7,1604,2,338,1328,1022,3,8,1913,1935,296044,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
8,1923,2,421,1196,1040,2,10,1974,1992,357230,RM,AllPub,TwnhsE,GasA,TA,Abnorml,Gtl
4,918,2,441,333,426,2,4,1952,1970,198020,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
3,968,2,332,841,548,2,5,1998,2015,198063,C (all),AllPub,TwnhsE,GasA,Gd,Abnorml,Gtl
5,1445,2,457,1244,929,1,8,2004,2023,276857,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1485,2,394,740,1072,2,7,1958,1973,265066,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,1979,3,537,1454,1253,3,11,1977,1984,399824,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1292,2,357,938,883,2,7,1993,2020,256169,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,2076,1,152,1335,1280,3,11,1940,1940,384777,C (all),AllPub,1Fam,GasA,TA,Normal,Gtl
6,1648,2,353,944,920,2,8,1967,1983,290032,RH,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1356,1,228,1097,878,1,8,1967,1978,251808,RL,AllPub,Twnhs,GasA,Gd,Normal,Gtl
8,1591,2,443,1140,946,1,8,1991,2020,358801,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1553,3,684,1125,969,1,9,1907,1927,297931,RL,AllPub,1Fam,Wall,TA,Normal,Gtl
7,1352,3,565,853,716,2,7,1901,1911,253011,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1941,2,417,1238,1211,1,10,2004,2008,353326,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1961,1,167,1004,1164,2,10,2009,2035,352191,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1328,1,201,895,819,2,7,1985,1996,234416,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,2009,2,325,1622,1196,3,10,1940,1956,403883,RL,AllPub,1Fam,OthW,TA,Normal,Gtl
10,1985,1,143,1255,1163,2,10,1954,1959,374891,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,2018,2,440,1184,1259,3,11,1915,1915,300239,RL,AllPub,1Fam,GasA,Fa,Partial,Gtl
5,1730,0,0,1276,997,1,9,1992,1996,288031,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1678,2,430,1267,847,1,9,1961,1985,325947,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1427,1,166,911,668,2,7,1947,1974,224007,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
3,1055,3,503,686,651,1,5,1929,1942,191771,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
6,1457,2,273,1059,829,1,8,1911,1915,252944,RL,AllPub,Duplex,GasA,Ex,Abnorml,Gtl
7,1950,2,473,1341,997,2,10,1934,1955,286287,C (all),AllPub,1Fam,GasA,TA,Normal,Mod
9,1947,1,104,1512,1178,1,10,1910,1933,310604,C (all),AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1859,2,396,1666,1106,2,10,1963,1989,342273,RM,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
8,1849,1,217,1037,1059,2,11,2009,2009,353327,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
6,1174,2,334,1006,729,2,6,1949,1978,269062,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1557,2,372,1105,1065,2,9,1984,2001,297890,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
6,1387,2,423,1179,960,2,8,1920,1935,292059,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,1815,2,414,1379,1103,1,9,1968,1976,364108,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
3,946,2,376,671,559,1,6,1947,1965,171499,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,1844,3,611,1404,1122,2,10,1919,1940,345537,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1855,3,594,1239,1143,2,10,2000,2004,353599,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1437,2,351,889,835,2,7,1966,1992,319275,FV,AllPub,1Fam,GasW,Gd,Normal,Gtl
8,1642,2,460,1271,1002,2,8,1943,1944,348663,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1697,2,410,1061,860,1,9,1932,1961,295856,C (all),AllPub,1Fam,GasA,Ex,Normal,Mod
9,1684,1,107,1275,1018,2,9,1972,1986,363462,RL,AllPub,TwnhsE,GasA,Ex,Normal,Gtl
9,1818,2,426,1277,1138,2,9,1960,1966,363853,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1167,2,369,467,651,2,6,1908,1911,203230,RL,AllPub,Duplex,GasA,Ex,Normal,Gtl
6,1684,1,185,1092,1000,2,8,1967,1967,284594,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1589,1,200,1162,842,2,8,1934,1946,276003,RL,AllPub,Duplex,GasA,TA,Normal,Gtl
9,1946,2,360,1301,1042,2,10,1980,1999,377838,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1533,3,690,691,940,2,7,1997,2018,265518,RL,AllPub,1Fam,GasA,Ex,Partial,Mod
7,1505,2,325,1251,830,1,8,1987,1993,317147,RL,AllPub,2fmCon,GasA,TA,Normal,Gtl
7,1587,2,402,1136,774,2,8,1995,2009,326024,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1588,2,419,1178,841,1,8,1964,1986,337403,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1138,2,402,725,586,1,6,1907,1920,206927,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
8,1615,2,390,1210,1046,3,10,1944,1966,343619,C (all),AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1851,2,381,1570,1128,3,10,1986,2004,414343,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
5,1273,1,159,780,676,1,7,1946,1967,216912,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1407,2,358,1234,785,2,7,1939,1967,259151,RM,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
10,1921,1,257,1404,1283,1,10,1975,1998,420559,FV,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1413,2,377,858,941,2,7,1953,1972,259381,RL,AllPub,1Fam,GasA,Gd,Partial,Mod
9,2047,3,706,1764,1116,2,10,1975,2003,410359,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1556,1,233,1147,1049,3,9,1945,1968,259472,RL,AllPub,1Fam,GasA,TA,Normal,Mod
5,1189,2,266,933,705,2,6,1946,1963,220628,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
9,1967,2,444,1336,1260,2,11,1914,1923,341558,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1609,3,597,1006,949,2,8,2004,2012,353467,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1694,2,330,1210,1134,2,8,1918,1942,279880,RM,AllPub,1Fam,GasA,Fa,Partial,Gtl
6,1813,2,465,1506,971,3,10,1925,1932,286119,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1663,3,578,1117,972,3,8,1951,1976,324224,C (all),AllPub,1Fam,GasA,TA,Normal,Gtl
5,1222,2,373,851,854,2,7,1992,2021,240704,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1321,2,418,1143,553,2,7,1921,1949,252806,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
10,1929,2,457,1305,1152,1,10,2003,2012,411571,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
6,1207,2,405,921,684,1,7,1920,1936,249996,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1986,0,2,1521,1260,2,11,1950,1951,344462,RH,AllPub,1Fam,GasA,Ex,Normal,Gtl
6,1053,2,365,707,738,2,5,1937,1942,241229,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1897,2,456,1374,1211,2,10,1919,1944,329811,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1176,2,406,922,729,2,6,1928,1932,193860,RL,AllPub,1Fam,GasA,Gd,Family,Gtl
10,1997,2,388,1337,1202,2,11,1950,1977,389654,FV,AllPub,1Fam,GasA,TA,Abnorml,Gtl
7,1470,2,382,1151,847,1,8,1903,1932,269549,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1639,1,251,1065,1004,3,8,1954,1962,266138,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
4,1203,2,386,740,867,3,7,1970,1974,211636,RL,AllPub,1Fam,GasA,Gd,Alloca,Gtl
5,1508,2,451,826,821,3,8,1991,2008,269126,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1910,3,576,1261,1105,2,11,1927,1952,318420,RL,AllPub,Duplex,GasA,TA,Normal,Gtl
6,1532,1,236,950,911,1,8,1903,1922,229731,C (all),AllPub,TwnhsE,GasA,Fa,Normal,Gtl
8,1560,3,610,1031,1036,2,8,1921,1929,291420,RL,AllPub,1Fam,GasA,Po,Normal,Gtl
7,1605,2,352,1215,985,2,9,1975,1991,319838,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
5,1201,0,0,581,818,1,6,1944,1970,220796,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1549,2,290,788,1032,2,8,1966,1982,288326,RL,AllPub,1Fam,GasA,Gd,Partial,Mod
8,1781,0,0,1134,1127,2,9,1985,1996,328773,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1323,3,521,995,687,3,7,2007,2013,289223,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1432,3,699,1045,1025,1,7,1965,1991,277220,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
3,1161,1,121,697,837,2,5,1987,1989,198571,RL,AllPub,TwnhsE,GasA,TA,Abnorml,Mod
8,1773,1,329,1416,1070,2,9,1933,1942,325413,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1880,2,425,1217,989,2,11,1990,1991,366120,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1540,2,374,1147,767,3,8,1954,1978,309005,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
9,2212,2,440,1493,1352,2,12,2004,2006,394508,RL,AllPub,TwnhsE,GasA,TA,Normal,Gtl
8,1686,2,367,1049,941,3,8,1900,1915,326898,RL,AllPub,1Fam,GasA,Fa,Normal,Gtl
7,1889,2,329,1231,961,2,10,1971,1972,333570,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
9,1654,1,203,1267,834,2,9,1986,2013,366527,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1273,2,435,945,716,1,6,1937,1960,218352,RL,AllPub,1Fam,GasW,TA,Normal,Gtl
4,1133,2,463,938,699,1,6,1905,1914,182451,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
6,1555,2,424,1142,1073,1,8,1985,1990,300294,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
3,1222,3,573,613,781,1,6,1924,1945,154513,RL,AllPub,2fmCon,GasA,TA,Normal,Gtl
7,1400,1,269,1297,801,1,8,1981,2006,284922,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1728,0,58,1265,1074,1,8,1916,1926,306100,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
3,769,2,413,615,490,1,5,1960,1982,145260,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
4,1464,2,460,968,952,3,7,1911,1917,210291,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1709,2,509,1363,1021,1,8,1905,1931,287188,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1733,3,572,1049,1143,2,9,1989,2017,394815,RL,AllPub,1Fam,GasA,TA,Partial,Gtl
6,1411,3,555,1079,929,1,7,1926,1940,246429,RL,AllPub,2fmCon,GasA,Gd,Normal,Gtl
7,1886,2,371,1008,1139,3,10,1907,1912,296341,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
3,994,2,332,797,584,3,5,1982,2001,179378,RM,AllPub,1Fam,GasA,TA,Normal,Gtl
5,1282,1,229,735,861,2,7,2005,2031,226362,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
10,1943,1,119,1401,1094,2,11,1964,1972,393417,FV,AllPub,1Fam,GasW,Ex,Alloca,Gtl
10,1895,2,463,1530,986,1,10,1956,1977,398358,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
1,986,2,366,813,440,3,5,1992,2011,165701,RL,AllPub,1Fam,GasA,TA,Abnorml,Gtl
10,2434,2,467,1887,1380,3,12,2008,2019,434032,RL,AllPub,1Fam,GasA,Ex,Normal,Gtl
7,1452,2,272,1184,937,3,6,1998,2016,317053,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
9,2230,2,380,1482,1295,2,11,1939,1958,387900,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
7,1552,1,135,1176,951,2,7,1913,1915,285422,RL,AllPub,Twnhs,GasA,Ex,Normal,Gtl
7,1756,2,467,970,1004,3,9,1934,1948,307184,RL,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
7,1932,1,283,1249,1110,1,10,1947,1948,326877,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1770,1,82,1447,959,2,10,2008,2037,373150,RL,AllPub,1Fam,GasA,Gd,Normal,Mod
5,1284,2,443,841,761,1,6,1983,2003,252932,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
2,1060,1,253,461,618,3,5,1955,1956,155797,RM,AllPub,1Fam,GasA,Gd,Abnorml,Gtl
6,1278,3,616,1196,808,1,7,1948,1969,283595,RL,AllPub,Duplex,GasA,Gd,Normal,Mod
8,2029,1,229,1504,1246,1,11,1912,1914,331671,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
5,1378,1,225,1079,807,2,8,1960,1965,260244,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1684,2,443,1031,859,2,8,2001,2015,361277,FV,AllPub,1Fam,GasA,TA,Normal,Gtl
10,1979,2,345,1427,1294,2,10,1948,1974,377793,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
4,923,0,60,684,545,1,5,1945,1954,151970,RL,AllPub,1Fam,GasA,Gd,Normal,Gtl
8,1692,0,10,1061,1023,1,9,1961,1969,313529,RL,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
7,1597,3,607,1092,1118,2,8,1907,1907,267443,RM,AllPub,1Fam,GasA,TA,Partial,Gtl
9,1737,2,428,990,1133,3,9,1942,1957,342266,RL,AllPub,Duplex,GasA,Ex,AdjLand,Gtl
5,1340,2,336,885,848,2,7,1919,1924,223488,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1894,2,322,1471,1136,2,10,1996,2004,386573,FV,AllPub,1Fam,GasA,Gd,Normal,Gtl
9,1907,1,193,1222,1143,3,10,1989,2015,378935,RL,AllPub,1Fam,GasA,Ex,Partial,Gtl
10,2232,2,477,1848,1363,2,11,1938,1941,420549,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
8,1638,2,340,931,1023,2,9,1984,2010,327556,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,1850,3,608,1255,1281,2,10,1948,1975,347045,RL,AllPub,1Fam,GasA,TA,Family,Gtl
7,1674,1,164,1073,1251,2,9,1963,1964,314804,RL,AllPub,Duplex,GasA,Gd,Normal,Gtl
9,2259,2,357,1554,1384,2,12,1961,1989,399531,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
7,2132,1,225,1698,1063,2,12,2005,2008,335281,FV,AllPub,TwnhsE,GasA,Gd,Normal,Gtl
3,955,1,237,520,477,2,5,2006,2006,206381,RL,AllPub,2fmCon,GasA,TA,Normal,Gtl
9,1864,0,0,1237,1299,1,9,1953,1971,369680,RL,AllPub,1Fam,GasA,TA,Normal,Gtl
