Year,Mileage_km,Engine_CC,Horsepower,Num_Owners,Doors,Seats,Service_History,Accidents_Reported,Insurance_Valid,Brand,Fuel_Type,Transmission,Body_Type,Condition,Price_USD
2019,75093.0,1800,117,1,5,5,0,0,1,BMW,Petrol,Manual,Hatchback,Good,8552.66
2018,87830.0,1600,147,1,4,5,0,0,1,Toyota,Diesel,Automatic,SUV,Fair,6064.59
2023,27439.0,2500,184,2,4,5,0,0,0,Hyundai,Electric,Automatic,Coupe,New,18510.52
2022,38276.0,1800,156,5,4,4,1,0,0,Honda,Petrol,Manual,SUV,Fair,8513.57
2013,134372.0,1800,133,1,4,5,0,0,1,BMW,Diesel,Automatic,SUV,Like New,7592.55
2005,237539.0,1600,155,1,4,5,1,0,1,Ford,Petrol,Manual,Truck,Fair,3863.07
2016,108475.0,1600,129,1,4,5,1,0,1,Ford,Diesel,Manual,Hatchback,Like New,6948.42
2014,134930.0,1600,126,3,4,5,1,1,0,Honda,Petrol,Automatic,SUV,New,4126.23
2011,167015.0,1600,141,2,2,5,1,0,1,Volkswagen,Petrol,Automatic,Truck,Good,3974.23
2018,94944.0,1500,109,1,4,5,1,0,1,Honda,Petrol,Automatic,Sedan,Good,5576.52
2005,241401.0,4000,341,3,4,5,1,0,0,Toyota,Petrol,Automatic,SUV,Fair,4471.45
2019,75020.0,1500,117,1,4,7,1,0,0,Mercedes,Electric,Automatic,Coupe,Poor,3816.69
2005,234260.0,1500,116,1,2,5,1,0,1,Toyota,Diesel,Automatic,Van,Good,5087.16
2017,80213.0,1600,132,1,4,5,0,0,1,Hyundai,Diesel,Automatic,Truck,Good,8928.11
2006,230310.0,1800,133,1,4,5,1,3,1,Mercedes,Diesel,Automatic,Van,Like New,3552.25
2007,234112.0,3000,247,1,4,5,1,0,1,Toyota,Diesel,Automatic,Van,Like New,5030.31
2008,210658.0,2000,171,1,4,5,0,0,1,Kia,Petrol,Manual,Coupe,Fair,5003.54
2020,47738.0,2500,173,2,4,5,1,0,1,Ford,Petrol,Automatic,Truck,Like New,12299.86
2016,120221.0,2500,224,1,4,5,1,0,1,Honda,Petrol,Manual,Hatchback,Good,6422.92
2008,198973.0,3000,262,1,4,5,1,0,1,Nissan,Petrol,Automatic,Van,Good,4656.14
2016,118720.0,1500,97,1,4,5,0,0,1,Audi,Petrol,Manual,Sedan,Good,6613.98
2011,162468.0,1600,103,1,5,5,1,0,1,Ford,Diesel,Automatic,Van,Good,3418.73
2007,221300.0,1600,145,1,4,6,1,0,1,Volkswagen,Hybrid,Manual,Van,Good,3798.1
2009,184223.0,1600,144,1,4,5,1,0,1,BMW,Electric,Automatic,Van,Good,6859.6
2016,100604.0,2000,176,5,4,5,1,1,0,Hyundai,Petrol,Manual,Coupe,Good,6430.45
2016,84506.0,1600,111,2,3,5,1,0,0,Volkswagen,Petrol,Manual,Van,Fair,6052.21
2011,175681.0,1800,177,3,4,6,1,0,0,BMW,Petrol,Automatic,SUV,Fair,4806.24
2016,113553.0,1600,122,3,2,5,1,0,1,Ford,Diesel,Manual,Sedan,Good,4864.59
2006,234397.0,1500,128,2,4,5,0,0,1,Audi,Petrol,Manual,Van,New,8447.03
2018,88130.0,1600,137,3,4,7,1,2,1,Nissan,Petrol,Automatic,Van,Like New,8990.46
2020,48566.0,2500,232,2,4,5,0,0,1,Kia,Diesel,Manual,Sedan,Like New,10341.14
2011,182488.0,1800,151,2,4,5,1,0,0,Audi,Electric,Automatic,SUV,Fair,5222.47
2008,218892.0,3500,297,4,3,6,1,0,1,Ford,Petrol,Automatic,Coupe,Good,4365.3
2009,180176.0,2500,207,1,4,5,1,0,1,Toyota,Petrol,Automatic,Van,Good,3828.93
2018,91982.0,1600,115,1,3,5,1,0,1,Ford,Petrol,Automatic,Van,Fair,5065.46
2013,157125.0,1500,90,1,4,5,1,1,1,Kia,Diesel,Manual,Coupe,New,8039.58
2009,184949.0,2000,167,3,5,7,1,1,1,Toyota,Diesel,Manual,Hatchback,Fair,2572.09
2006,223559.0,2000,145,2,2,5,1,0,1,Mercedes,Diesel,Manual,Truck,Good,3997.01
2009,200012.0,1600,138,4,4,7,1,0,1,Mercedes,Diesel,Manual,Sedan,Good,4783.15
2007,193345.0,1500,127,2,4,5,1,1,1,Ford,Diesel,Automatic,Sedan,Good,1217.77
2014,115672.0,1800,151,2,4,5,1,0,1,Volkswagen,Petrol,Manual,Hatchback,New,8926.66
2012,141153.0,1500,109,2,4,5,0,3,0,Toyota,Petrol,Automatic,Truck,Like New,4251.72
2014,105055.0,3000,265,2,3,5,0,0,1,Audi,Diesel,Automatic,Truck,Good,9382.58
2006,244274.0,1800,157,3,4,5,1,0,1,Kia,Petrol,Manual,Truck,New,2315.01
2018,54178.0,1500,107,1,4,6,1,0,1,Toyota,Diesel,Automatic,SUV,Good,4444.67
2008,209147.0,1500,156,2,4,6,0,0,0,Honda,Petrol,Manual,Hatchback,Good,667.22
2016,120175.0,2000,163,1,5,5,1,0,1,Honda,Hybrid,Manual,SUV,Good,9793.78
2018,79596.0,2000,146,2,4,8,1,0,1,Toyota,Petrol,Automatic,Truck,Like New,12486.7
2020,49974.0,1800,138,2,4,8,1,0,1,Toyota,Diesel,Automatic,SUV,Fair,5803.39
2009,195493.0,1800,127,4,4,5,1,2,0,Nissan,Petrol,Automatic,Sedan,New,5400.45
2020,60027.0,1800,170,4,2,5,0,0,1,Honda,Petrol,Manual,SUV,Poor,3001.97
2008,219053.0,1600,149,2,4,5,0,0,0,Hyundai,Hybrid,Manual,SUV,Like New,3094.93
2007,176572.0,3000,261,1,4,7,0,1,0,Mercedes,Petrol,Manual,Coupe,Good,9243.98
2005,226219.0,1600,141,3,2,5,1,0,1,Mercedes,Petrol,Manual,Hatchback,New,7642.69
2008,212424.0,1000,102,1,4,5,1,1,0,Honda,Petrol,Automatic,Truck,Good,3424.87
2013,144757.0,1500,121,2,4,6,0,1,0,Kia,Petrol,Automatic,Hatchback,Poor,500.0
2005,251281.0,1200,106,1,4,5,0,0,1,Ford,Petrol,Automatic,Sedan,Like New,500.0
2020,63930.0,1600,121,1,4,8,1,0,1,Audi,Diesel,Manual,Truck,Poor,4327.88
2007,213979.0,1800,147,2,4,5,1,0,0,Volkswagen,Petrol,Manual,Sedan,Good,3534.21
2010,175466.0,1000,90,1,4,8,1,0,1,Audi,Petrol,Manual,SUV,Like New,3902.77
2017,130876.0,2500,162,4,4,5,0,1,1,Audi,Petrol,Manual,Coupe,Fair,5716.23
2021,71024.0,1800,140,2,4,7,1,2,1,Nissan,Petrol,Automatic,Truck,Good,5571.12
2019,79433.0,1500,127,2,4,5,1,1,0,Hyundai,Diesel,Manual,Sedan,Good,7871.71
2016,109177.0,1500,123,1,3,6,0,0,0,Mercedes,Hybrid,Automatic,SUV,Good,9321.05
2012,164072.0,1600,126,1,2,7,1,3,1,Honda,Electric,Automatic,Truck,Fair,1464.63
2020,72403.0,1500,133,3,4,5,0,1,1,Kia,Hybrid,Automatic,Truck,Good,6193.64
2007,222282.0,1000,72,3,3,5,1,1,1,Mercedes,Diesel,Automatic,Van,Fair,2286.53
2008,192729.0,1000,65,2,4,8,1,0,1,Nissan,Petrol,Automatic,Van,Like New,1429.3
2011,194768.0,1600,151,2,4,5,1,0,1,Volkswagen,Diesel,Manual,Van,New,6366.49
2019,75693.0,1200,115,2,5,5,1,0,0,Mercedes,Petrol,Manual,Hatchback,New,20240.95
2015,150209.0,1000,74,3,4,7,1,0,1,Toyota,Diesel,Automatic,Truck,New,7468.25
2020,62807.0,2500,207,3,4,5,1,0,1,Ford,Diesel,Automatic,Sedan,Good,11374.53
2018,80315.0,1500,137,2,4,7,1,2,1,Nissan,Electric,Automatic,Coupe,Good,4265.67
2017,116762.0,1800,150,4,4,5,0,1,1,Toyota,Petrol,Manual,Truck,Fair,500.0
2013,148518.0,1500,132,2,3,6,0,1,1,Nissan,Petrol,Automatic,Sedan,New,7290.31
2022,38001.0,1000,90,1,5,2,1,0,0,Mercedes,Diesel,Automatic,SUV,Good,12942.29
2007,197995.0,2000,161,2,4,5,1,0,1,Hyundai,Petrol,Automatic,SUV,Good,3662.57
2009,201903.0,1200,107,2,2,6,0,0,1,Kia,Hybrid,Automatic,Truck,Good,2619.5
2006,220600.0,1000,68,1,4,5,1,0,1,Mercedes,Petrol,Automatic,Coupe,Like New,6458.18
2021,41283.0,1800,155,2,4,5,1,0,1,Mercedes,Diesel,Automatic,Truck,Fair,9141.46
2020,52642.0,1000,82,2,4,8,1,0,1,Hyundai,Diesel,Automatic,Hatchback,Fair,4817.61
2017,102586.0,1600,127,3,2,5,1,0,1,Audi,Petrol,Manual,Truck,New,15874.06
2015,96969.0,1500,106,4,4,5,0,0,1,Honda,Petrol,Manual,Hatchback,Good,3970.58
2012,152837.0,1500,126,3,4,5,0,0,1,Hyundai,Electric,Automatic,Hatchback,Good,3487.31
2009,206704.0,1000,83,1,4,5,1,0,0,Nissan,Petrol,Manual,Van,Fair,500.0
2006,209315.0,3500,279,2,4,8,1,2,1,Kia,Petrol,Automatic,Hatchback,Fair,500.0
2008,206593.0,1800,126,2,4,5,0,0,1,BMW,Petrol,Manual,Hatchback,Good,1331.7
2007,206529.0,1800,125,1,2,5,1,0,1,Mercedes,Diesel,Manual,Hatchback,Like New,8007.04
2006,221945.0,2000,162,1,2,5,1,0,1,Kia,Petrol,Manual,SUV,Good,500.0
2007,240827.0,2000,171,1,4,7,1,1,0,Volkswagen,Diesel,Automatic,Truck,Good,604.66
2020,35243.0,1800,177,1,4,5,1,1,1,Ford,Petrol,Manual,Truck,Poor,3036.14
2013,155484.0,2000,165,3,2,5,0,2,0,Ford,Electric,Automatic,Hatchback,Like New,5374.79
2010,172831.0,1600,108,1,4,5,1,0,1,Audi,Diesel,Manual,Hatchback,Fair,3049.93
2019,64085.0,1600,130,1,5,5,1,1,1,Toyota,Petrol,Automatic,Hatchback,Good,8082.07
2009,175327.0,2500,227,1,4,8,0,3,1,Nissan,Electric,Manual,Truck,New,5044.77
2013,155308.0,2500,198,3,4,5,1,0,1,Volkswagen,Petrol,Manual,Hatchback,Like New,7565.58
2010,177129.0,1200,116,1,4,5,0,0,1,Mercedes,Electric,Automatic,Hatchback,Like New,8243.83
2007,211235.0,1800,152,1,5,5,1,0,1,Ford,Petrol,Automatic,Coupe,Good,3489.03
2017,97648.0,2000,176,1,4,5,1,1,0,Kia,Petrol,Manual,Truck,Fair,2810.2
2019,69446.0,1200,127,1,4,5,0,0,0,BMW,Diesel,Automatic,Coupe,Good,10893.8
2015,89990.0,3000,222,1,4,5,1,0,1,Hyundai,Diesel,Automatic,Sedan,Good,9351.99
2020,52638.0,1800,163,3,4,5,1,2,0,Mercedes,Petrol,Manual,Coupe,Fair,8313.15
2019,85432.0,1800,148,1,4,7,1,0,1,Kia,Hybrid,Manual,Coupe,Good,6439.76
2010,157401.0,1500,110,1,4,8,1,0,1,Kia,Diesel,Automatic,Sedan,New,6297.96
2018,67651.0,1500,123,1,4,5,1,3,1,Ford,Petrol,Automatic,Coupe,Like New,9701.86
2015,113598.0,1200,125,4,4,5,1,1,1,Mercedes,Petrol,Automatic,Coupe,Like New,9115.3
2014,121116.0,1500,145,1,4,6,1,1,0,Honda,Hybrid,Automatic,Hatchback,Good,6793.2
2020,59582.0,1600,103,5,4,5,1,0,0,Honda,Petrol,Automatic,Sedan,Good,5712.96
2016,91604.0,2500,196,3,4,5,0,2,1,Mercedes,Hybrid,Manual,Hatchback,Poor,5356.04
2011,162182.0,1800,164,2,5,5,0,2,1,Mercedes,Petrol,Automatic,SUV,Good,4786.21
2011,167280.0,1500,124,3,5,5,0,1,1,Audi,Petrol,Automatic,Truck,Fair,5532.22
2022,45734.0,1000,83,2,2,2,1,0,1,Volkswagen,Petrol,Manual,Coupe,New,12767.55
2019,90672.0,1800,126,2,4,7,1,0,1,Volkswagen,Petrol,Automatic,SUV,Like New,12119.73
2010,176077.0,1600,122,2,4,5,0,0,1,Nissan,Petrol,Automatic,Sedan,Like New,2820.23
2023,52321.0,4000,312,2,4,4,1,0,0,BMW,Petrol,Automatic,SUV,Good,19859.35
2012,153241.0,2000,141,1,4,5,1,1,0,Audi,Petrol,Automatic,Sedan,Fair,3913.67
2019,84433.0,2500,189,2,5,5,0,0,0,Toyota,Petrol,Manual,Sedan,Fair,7875.88
2008,232973.0,1000,69,3,4,5,0,0,1,Hyundai,Diesel,Manual,Sedan,Like New,2494.3
2022,38090.0,2000,155,1,4,5,0,0,1,Mercedes,Hybrid,Manual,Coupe,Fair,15349.69
2017,75397.0,1500,112,5,2,5,0,0,1,Ford,Petrol,Manual,Sedan,Good,5976.49
2005,241364.0,1800,165,1,5,8,1,0,0,Toyota,Diesel,Automatic,Coupe,Good,7063.13
2012,146825.0,1600,119,4,4,6,1,0,0,Mercedes,Petrol,Automatic,SUV,Good,6339.58
2023,19884.0,1800,171,2,4,6,0,0,1,Toyota,Diesel,Manual,SUV,New,19915.11
2021,77775.0,1200,92,2,4,5,0,0,1,Hyundai,Diesel,Manual,Coupe,Fair,5724.72
2014,113659.0,1600,139,4,4,5,1,0,1,Ford,Electric,Automatic,Van,Fair,4039.67
2005,244507.0,1000,90,3,4,5,1,0,1,Ford,Electric,Automatic,SUV,Good,4430.43
2005,226834.0,1000,69,1,5,5,0,0,1,Ford,Petrol,Automatic,Hatchback,Good,2134.77
2009,187385.0,2000,161,3,3,5,1,2,0,Ford,Diesel,Automatic,SUV,Poor,2195.73
2005,251173.0,3500,284,1,5,8,1,0,0,Nissan,Petrol,Manual,Hatchback,New,6531.24
2017,100772.0,2000,172,2,4,7,1,0,1,Nissan,Diesel,Automatic,SUV,Good,5611.91
2013,140625.0,1600,131,4,4,5,1,0,1,Ford,Hybrid,Manual,Van,Like New,6605.82
2020,50253.0,1200,88,1,4,7,0,0,1,Honda,Petrol,Automatic,SUV,Like New,7999.76
2012,160741.0,1000,85,1,4,5,1,0,1,Mercedes,Diesel,Manual,Sedan,Good,5427.43
2018,109615.0,1500,130,2,4,2,0,2,0,Hyundai,Petrol,Automatic,Van,Good,2942.47
2021,34480.0,3500,319,1,2,5,1,0,1,Hyundai,Electric,Automatic,Van,New,23551.33
2008,232675.0,1600,134,1,5,2,0,0,0,Honda,Petrol,Automatic,Hatchback,Good,1808.2
2011,185992.0,2500,208,2,4,4,1,1,1,Toyota,Petrol,Automatic,Van,Fair,5195.03
2021,68540.0,2000,173,2,4,5,0,0,1,BMW,Petrol,Automatic,Coupe,Poor,3775.84
2020,64626.0,1800,135,2,5,5,1,1,1,Nissan,Petrol,Automatic,Sedan,Like New,10683.47
2018,101567.0,3000,224,2,4,5,1,0,0,Volkswagen,Diesel,Manual,Van,Fair,8284.57
2020,44868.0,1500,120,5,4,5,1,0,0,Toyota,Petrol,Automatic,Van,Fair,5704.09
2006,217979.0,1600,149,5,3,5,1,1,0,Kia,Diesel,Automatic,Hatchback,Like New,4977.78
2019,83487.0,2500,226,3,4,5,1,0,1,Mercedes,Diesel,Automatic,Sedan,Good,13672.75
2015,124438.0,1800,121,1,4,5,1,0,1,Volkswagen,Petrol,Automatic,Truck,Good,3706.29
2017,93774.0,1500,134,1,5,5,0,1,1,Honda,Diesel,Automatic,Van,Poor,3589.2
2008,166461.0,1500,92,4,4,5,1,1,1,Toyota,Hybrid,Automatic,Sedan,Like New,4814.71
2005,233468.0,2000,173,2,4,4,1,0,1,Audi,Petrol,Manual,Van,New,10272.69
2019,54389.0,1000,89,5,4,5,1,0,0,BMW,Petrol,Automatic,Coupe,Good,7330.64
2016,115403.0,3000,224,2,4,7,1,0,0,BMW,Petrol,Automatic,Truck,Like New,17231.35
2013,141132.0,1000,98,4,4,5,1,0,1,Honda,Petrol,Manual,Coupe,Like New,5759.42
2011,158575.0,1800,176,1,4,5,0,2,0,Honda,Diesel,Manual,Van,Poor,500.0
2007,255644.0,1800,149,2,2,4,0,1,0,Mercedes,Petrol,Manual,Coupe,Fair,3815.57
2020,75573.0,1800,152,3,4,5,0,1,0,Honda,Petrol,Manual,Hatchback,Good,4462.64
2008,219838.0,1600,155,4,4,7,0,1,1,Hyundai,Petrol,Automatic,Van,Poor,500.0
2018,117033.0,2500,191,2,4,5,0,0,1,Kia,Diesel,Automatic,SUV,New,11527.19
2017,108033.0,2000,150,1,4,5,1,0,1,Honda,Diesel,Automatic,Sedan,Good,3549.95
2023,12436.0,2000,154,4,4,5,1,0,1,Volkswagen,Diesel,Automatic,Coupe,Good,12030.45
2006,214682.0,1200,100,2,4,4,0,0,1,Audi,Diesel,Automatic,Truck,Good,6241.05
2014,146474.0,1000,83,1,4,8,1,0,1,Nissan,Diesel,Automatic,Hatchback,Good,5096.32
2023,0.0,1000,75,2,4,5,0,0,0,Ford,Diesel,Manual,Van,Fair,4852.25
2019,70833.0,1200,95,2,2,4,1,0,1,BMW,Diesel,Manual,Sedan,Good,10678.41
2011,135433.0,2000,158,2,4,5,1,1,1,Kia,Electric,Automatic,Sedan,Like New,3528.41
2019,73483.0,1600,125,4,2,5,1,3,1,Toyota,Petrol,Automatic,Hatchback,Good,3493.21
2021,60811.0,2000,155,2,4,5,1,0,1,BMW,Petrol,Manual,Sedan,Like New,18004.64
2020,64191.0,1500,113,2,4,5,1,0,0,Toyota,Diesel,Automatic,SUV,Like New,8512.56
2021,62072.0,1600,103,1,4,5,0,1,0,Honda,Electric,Manual,SUV,Good,7274.42
2020,89472.0,2500,204,2,2,5,0,0,1,Audi,Hybrid,Automatic,Sedan,Like New,19014.27
2022,33847.0,3000,220,1,5,5,1,0,0,Honda,Petrol,Manual,Sedan,Good,13246.91
2021,90115.0,3000,261,1,5,6,1,1,0,Ford,Petrol,Automatic,Hatchback,Good,9872.85
2008,207190.0,2500,199,1,4,5,1,1,1,Hyundai,Diesel,Automatic,Truck,Good,5113.53
2006,242237.0,2000,164,1,3,2,1,0,1,Toyota,Hybrid,Automatic,Van,Good,540.57
2021,38834.0,3000,244,1,4,5,0,2,0,Kia,Petrol,Manual,Coupe,Like New,10507.14
2021,72290.0,2000,163,2,4,5,1,3,0,Volkswagen,Diesel,Manual,Van,Good,9847.59
2006,243626.0,3500,310,1,4,7,1,2,0,Audi,Diesel,Manual,Coupe,Like New,9661.53
2006,250072.0,1000,63,1,4,5,1,0,0,Audi,Petrol,Automatic,Van,Good,1726.42
2019,72818.0,3000,225,5,2,5,1,0,1,Mercedes,Electric,Automatic,Truck,Fair,13141.85
2020,41169.0,1800,151,2,5,8,1,1,1,Mercedes,Petrol,Automatic,Van,Fair,8036.24
2015,126906.0,1200,92,2,4,5,1,1,1,BMW,Electric,Automatic,Van,Fair,4977.85
2006,202545.0,1500,130,1,4,6,1,0,1,BMW,Petrol,Automatic,Sedan,Like New,7140.11
2012,150957.0,2500,219,2,4,5,1,0,1,Nissan,Hybrid,Automatic,Coupe,Good,3562.38
2016,110866.0,1800,133,2,4,5,0,2,1,Toyota,Diesel,Automatic,SUV,Good,6354.17
2018,119658.0,4000,342,2,5,5,0,0,0,Kia,Petrol,Automatic,Hatchback,Good,5438.56
2018,88778.0,1200,84,1,4,7,1,2,0,Volkswagen,Diesel,Automatic,Truck,Good,5286.62
2016,110093.0,1600,134,3,2,5,0,0,0,BMW,Petrol,Manual,Coupe,Good,11076.98
2006,227055.0,1500,106,4,4,5,1,1,0,Ford,Petrol,Manual,Truck,New,4261.2
2018,63869.0,1800,151,4,4,5,0,0,0,Ford,Petrol,Automatic,Sedan,Like New,9902.1
2016,109287.0,1800,149,1,5,5,1,0,1,Kia,Electric,Automatic,Coupe,Good,5012.86
2013,145543.0,2000,150,2,5,5,0,1,0,Hyundai,Petrol,Automatic,Truck,Like New,4632.74
2012,141471.0,1000,62,1,4,4,0,0,1,Toyota,Petrol,Automatic,Coupe,Fair,1441.96
2020,42199.0,1200,111,2,2,4,1,0,1,Toyota,Diesel,Automatic,Coupe,Poor,3725.97
2014,124776.0,1000,76,2,4,5,1,0,1,Toyota,Electric,Automatic,Coupe,Good,4329.31
2011,168974.0,2500,223,2,4,5,1,0,0,Mercedes,Petrol,Automatic,Truck,Poor,4829.25
2019,65137.0,1500,116,2,4,5,0,2,0,Toyota,Electric,Automatic,Hatchback,Like New,11146.07
2013,128237.0,1600,152,3,4,4,1,2,1,Kia,Diesel,Automatic,Hatchback,Good,4064.52
2008,208339.0,1600,119,3,4,5,1,0,1,Audi,Petrol,Automatic,Truck,Poor,2675.69
2010,188083.0,2500,230,1,4,5,1,2,1,Ford,Hybrid,Manual,SUV,Good,3795.22
2016,109819.0,1000,85,3,4,5,1,1,1,BMW,Petrol,Manual,Sedan,Poor,3453.96
2019,63555.0,1200,105,3,4,5,1,0,0,Kia,Diesel,Automatic,Truck,Like New,5331.89
2023,32923.0,2000,151,1,4,6,0,0,1,Honda,Diesel,Automatic,SUV,Good,12114.75
2006,225142.0,3500,302,1,4,5,1,0,0,BMW,Hybrid,Automatic,Van,Like New,11879.62
2023,6164.0,1800,161,3,4,4,0,0,1,Kia,Electric,Automatic,Truck,Poor,2699.32
2006,243544.0,1500,120,2,4,8,1,0,1,Audi,Diesel,Automatic,Sedan,Good,3187.25
2019,77303.0,1800,117,2,4,5,0,0,1,Volkswagen,Petrol,Automatic,Van,Good,6415.93
2016,106211.0,3500,274,2,4,5,1,0,1,BMW,Diesel,Manual,Van,Good,14094.31
2005,216434.0,1800,133,5,4,7,1,1,1,Honda,Petrol,Manual,Truck,Fair,500.0
2018,72827.0,1600,140,4,4,5,0,0,1,Audi,Diesel,Manual,Coupe,Good,9439.36
2008,234278.0,1600,126,1,4,7,1,3,1,BMW,Petrol,Manual,Truck,Fair,500.0
2015,97375.0,3500,284,1,2,4,1,0,0,Audi,Hybrid,Manual,SUV,New,26403.59
2011,164230.0,2000,158,2,4,7,0,0,1,Audi,Petrol,Manual,Truck,Fair,4805.94
2017,95755.0,2000,188,1,4,5,1,0,1,Mercedes,Petrol,Automatic,Hatchback,New,19244.5
2018,88807.0,1500,125,2,4,7,1,0,1,Hyundai,Petrol,Manual,Truck,Good,5036.57
2011,145542.0,1800,152,3,5,5,0,0,1,Hyundai,Petrol,Automatic,SUV,Good,1940.08
2015,122613.0,1600,124,3,4,5,0,0,0,Mercedes,Petrol,Automatic,Truck,Good,9764.85
2015,94708.0,1500,124,4,4,7,1,0,0,Nissan,Diesel,Manual,Van,Poor,994.52
2013,145461.0,2500,193,1,4,5,1,0,1,Kia,Petrol,Automatic,Hatchback,Fair,5224.45
2008,194214.0,1600,138,3,4,6,1,0,1,Kia,Electric,Manual,Van,Fair,500.0
2006,215012.0,1500,107,2,4,5,1,0,1,Kia,Diesel,Automatic,Truck,Poor,2695.39
2006,240522.0,3000,261,1,4,5,1,1,1,Hyundai,Diesel,Automatic,Sedan,Like New,5313.43
2013,140466.0,1500,113,2,4,5,1,2,1,Honda,Petrol,Manual,Hatchback,Fair,2005.49
2023,31106.0,2000,180,3,2,7,0,0,1,Volkswagen,Diesel,Manual,Sedan,New,19438.54
2019,79602.0,2000,195,2,5,5,0,1,1,Nissan,Petrol,Manual,Hatchback,Good,5794.3
2022,55049.0,3000,250,5,4,4,1,0,0,BMW,Diesel,Automatic,SUV,Good,20512.18
2020,41876.0,2500,228,2,4,4,1,0,1,Hyundai,Diesel,Automatic,Truck,Like New,15010.94
2006,241785.0,2000,177,2,4,6,0,0,1,Kia,Diesel,Manual,Truck,Poor,500.0
2016,108247.0,1500,103,1,4,7,1,0,1,Toyota,Petrol,Manual,Van,Poor,4129.09
2005,234328.0,1600,134,1,4,5,1,0,1,Hyundai,Petrol,Manual,Sedan,Good,3033.4
2006,210761.0,3000,257,2,5,5,0,0,0,Volkswagen,Diesel,Automatic,Hatchback,Good,1698.76
2018,93099.0,1000,92,2,4,5,0,3,1,Mercedes,Hybrid,Manual,SUV,Good,10573.28
2011,154167.0,2000,169,2,4,5,0,1,1,Volkswagen,Diesel,Manual,Van,Good,2685.31
2021,55767.0,1500,127,2,4,5,0,2,1,Hyundai,Hybrid,Automatic,Hatchback,Good,7202.98
2019,100917.0,1500,125,3,5,5,1,0,1,Kia,Petrol,Automatic,Coupe,Like New,9076.53
2021,62700.0,1500,126,1,4,5,0,0,0,Audi,Petrol,Automatic,Sedan,Poor,5432.34
2013,164872.0,1200,81,2,4,5,1,0,0,Kia,Petrol,Automatic,Hatchback,Like New,2081.69
2017,85215.0,4000,329,2,2,5,1,0,1,Honda,Diesel,Manual,Sedan,Good,10925.0
2006,239441.0,2500,186,1,4,5,1,0,1,Volkswagen,Petrol,Manual,Van,Good,2020.32
2019,54837.0,1800,142,4,4,5,0,0,0,Toyota,Diesel,Automatic,Coupe,Poor,1458.92
2015,116498.0,2000,157,3,4,5,1,0,1,Toyota,Diesel,Manual,Hatchback,Fair,5930.59
2023,50119.0,1800,140,1,4,6,1,0,1,Nissan,Diesel,Automatic,Hatchback,Good,11682.03
2018,74882.0,2500,192,4,3,5,0,0,1,Hyundai,Diesel,Automatic,Sedan,Good,5731.41
2008,220670.0,2500,212,4,4,2,1,0,1,Volkswagen,Petrol,Manual,Coupe,Good,2013.48
2015,135235.0,1500,120,3,4,7,1,0,1,Nissan,Petrol,Manual,SUV,Good,3589.82
2020,76121.0,1600,127,2,4,5,0,0,1,Toyota,Petrol,Manual,Truck,Poor,1692.11
2006,208995.0,1800,128,5,4,7,1,3,1,Toyota,Hybrid,Manual,Van,Good,1062.43
2006,235878.0,3500,287,1,4,8,0,0,1,Mercedes,Diesel,Manual,Sedan,Like New,10983.33
2013,141651.0,2000,183,2,4,5,1,1,1,Ford,Petrol,Manual,Sedan,Good,6025.35
2008,220327.0,2500,225,1,4,7,1,1,1,Nissan,Diesel,Manual,Truck,Like New,7680.65
2012,131175.0,2500,213,2,5,5,1,0,0,Nissan,Petrol,Automatic,Hatchback,New,7693.0
2022,41517.0,1800,145,4,4,5,1,2,0,Toyota,Diesel,Automatic,Sedan,Poor,3601.29
2019,75396.0,2500,216,3,4,4,1,0,1,Honda,Hybrid,Automatic,SUV,New,15903.09
2006,198148.0,1600,123,3,4,5,1,3,1,BMW,Diesel,Automatic,Coupe,Good,2442.14
2015,106719.0,1600,128,1,4,5,1,0,1,Volkswagen,Diesel,Manual,Hatchback,Good,5195.56
2021,20548.0,2000,155,4,4,8,1,0,1,Hyundai,Hybrid,Automatic,Sedan,Like New,13931.18
2011,157105.0,1200,113,1,4,5,0,1,1,BMW,Diesel,Manual,Van,Good,4797.47
2012,164238.0,1500,136,1,3,6,1,0,1,Kia,Diesel,Manual,SUV,Fair,500.0
2014,134930.0,1800,149,2,5,7,1,0,1,Audi,Hybrid,Automatic,Van,Fair,7386.26
2007,218541.0,1600,159,1,5,5,1,0,1,Hyundai,Diesel,Automatic,Truck,Good,4036.35
2017,80404.0,3000,256,1,4,5,0,0,1,Toyota,Diesel,Manual,Hatchback,Like New,13908.63
2021,64807.0,3500,297,4,4,7,1,0,1,Volkswagen,Diesel,Manual,SUV,Good,13090.04
2017,95718.0,1800,153,2,5,5,0,1,1,Ford,Diesel,Manual,Sedan,Like New,8277.17
2023,24506.0,1800,131,4,4,6,1,0,1,Mercedes,Petrol,Automatic,Truck,Fair,11567.7
2013,158106.0,2000,153,2,4,5,0,0,0,Honda,Petrol,Automatic,Sedan,Good,7439.57
2020,45130.0,1600,132,1,4,4,1,0,1,Toyota,Petrol,Automatic,Coupe,Fair,3268.72
2009,195428.0,1500,124,1,4,5,0,0,1,Kia,Diesel,Manual,Sedan,New,5857.01
2013,150352.0,2000,175,4,4,5,0,2,0,Ford,Hybrid,Automatic,Truck,Fair,3193.32
2013,135816.0,2000,156,1,4,5,1,0,1,BMW,Petrol,Automatic,Coupe,Like New,10582.63
